TDP_W,AirVel_ms,k_TIM,R_th,T_junction
30.0,3.6071428571428577,1.0,0.34575764082826366,35.37272922484791
30.0,3.6071428571428577,2.0,0.3245936196642425,34.737808589927276
30.0,3.6071428571428577,3.0,0.3175389459429021,34.52616837828707
30.0,3.6071428571428577,4.0,0.3140116090822319,34.42034827246696
30.0,3.6071428571428577,5.0,0.31189520696582984,34.3568562089749
30.0,3.6071428571428577,6.0,0.3104842722215617,34.31452816664685
30.0,3.6071428571428577,7.0,0.3094764616899417,34.28429385069825
30.0,3.6071428571428577,8.0,0.3087206037912266,34.2616181137368
30.0,3.6071428571428577,9.0,0.3081327143144483,34.24398142943345
30.0,3.6071428571428577,10.0,0.3076624027330256,34.22987208199077
30.0,3.6071428571428577,11.0,0.3072776023482252,34.21832807044676
30.0,3.6071428571428577,12.0,0.3069569353608915,34.208708060826744
30.0,4.642857142857143,1.0,0.33741132770005566,35.12233983100167
30.0,4.642857142857143,2.0,0.3162473065360345,34.487419196081035
30.0,4.642857142857143,3.0,0.3091926328146941,34.27577898444082
30.0,4.642857142857143,4.0,0.3056652959540239,34.16995887862072
30.0,4.642857142857143,5.0,0.3035488938376218,34.106466815128655
30.0,4.642857142857143,6.0,0.3021379590933537,34.06413877280061
30.0,4.642857142857143,7.0,0.3011301485617337,34.033904456852014
30.0,4.642857142857143,8.0,0.30037429066301863,34.01122871989056
30.0,4.642857142857143,9.0,0.2997864011862403,33.99359203558721
30.0,4.642857142857143,10.0,0.2993160896048176,33.97948268814453
30.0,4.642857142857143,11.0,0.2989312892200172,33.96793867660052
30.0,4.642857142857143,12.0,0.29861062223268353,33.9583186669805
30.0,5.678571428571429,1.0,0.33123851559182194,34.93715546775466
30.0,5.678571428571429,2.0,0.3100744944278008,34.302234832834024
30.0,5.678571428571429,3.0,0.3030198207064604,34.090594621193816
30.0,5.678571428571429,4.0,0.2994924838457902,33.98477451537371
30.0,5.678571428571429,5.0,0.29737608172938806,33.92128245188164
30.0,5.678571428571429,6.0,0.29596514698512,33.8789544095536
30.0,5.678571428571429,7.0,0.2949573364534999,33.848720093604996
30.0,5.678571428571429,8.0,0.2942014785547849,33.82604435664355
30.0,5.678571428571429,9.0,0.2936135890780065,33.808407672340195
30.0,5.678571428571429,10.0,0.2931432774965838,33.79429832489751
30.0,5.678571428571429,11.0,0.29275847711178343,33.78275431335351
30.0,5.678571428571429,12.0,0.2924378101244498,33.77313430373349
30.0,6.714285714285715,1.0,0.32640932861896765,34.79227985856903
30.0,6.714285714285715,2.0,0.30524530745494644,34.15735922364839
30.0,6.714285714285715,3.0,0.29819063373360605,33.94571901200818
30.0,6.714285714285715,4.0,0.29466329687293585,33.839898906188076
30.0,6.714285714285715,5.0,0.2925468947565337,33.77640684269601
30.0,6.714285714285715,6.0,0.29113596001226566,33.73407880036797
30.0,6.714285714285715,7.0,0.29012814948064564,33.70384448441937
30.0,6.714285714285715,8.0,0.28937229158193056,33.68116874745792
30.0,6.714285714285715,9.0,0.2887844021051522,33.66353206315456
30.0,6.714285714285715,10.0,0.2883140905237295,33.649422715711886
30.0,6.714285714285715,11.0,0.28792929013892915,33.637878704167875
30.0,6.714285714285715,12.0,0.28760862315159547,33.62825869454787
30.0,7.750000000000001,1.0,0.3224833069327307,34.674499207981924
30.0,7.750000000000001,2.0,0.30131928576870953,34.039578573061284
30.0,7.750000000000001,3.0,0.29426461204736915,33.827938361421076
30.0,7.750000000000001,4.0,0.29073727518669895,33.72211825560097
30.0,7.750000000000001,5.0,0.2886208730702968,33.658626192108905
30.0,7.750000000000001,6.0,0.28720993832602876,33.61629814978086
30.0,7.750000000000001,7.0,0.2862021277944087,33.586063833832256
30.0,7.750000000000001,8.0,0.28544626989569366,33.56338809687081
30.0,7.750000000000001,9.0,0.2848583804189153,33.545751412567455
30.0,7.750000000000001,10.0,0.28438806883749257,33.53164206512478
30.0,7.750000000000001,11.0,0.2840032684526922,33.52009805358077
30.0,7.750000000000001,12.0,0.28368260146535856,33.51047804396076
30.0,8.785714285714286,1.0,0.3192010006352184,34.57603001905655
30.0,8.785714285714286,2.0,0.2980369794711972,33.94110938413591
30.0,8.785714285714286,3.0,0.29098230574985684,33.729469172495705
30.0,8.785714285714286,4.0,0.28745496888918665,33.6236490666756
30.0,8.785714285714286,5.0,0.2853385667727845,33.560157003183534
30.0,8.785714285714286,6.0,0.28392763202851645,33.517828960855496
30.0,8.785714285714286,7.0,0.28291982149689643,33.48759464490689
30.0,8.785714285714286,8.0,0.28216396359818136,33.46491890794544
30.0,8.785714285714286,9.0,0.281576074121403,33.44728222364209
30.0,8.785714285714286,10.0,0.2811057625399803,33.43317287619941
30.0,8.785714285714286,11.0,0.28072096215517994,33.421628864655396
30.0,8.785714285714286,12.0,0.28040029516784626,33.41200885503539
30.0,9.821428571428573,1.0,0.31639782415998496,34.49193472479955
30.0,9.821428571428573,2.0,0.2952338029959638,33.857014089878916
30.0,9.821428571428573,3.0,0.2881791292746234,33.6453738782387
30.0,9.821428571428573,4.0,0.2846517924139532,33.5395537724186
30.0,9.821428571428573,5.0,0.2825353902975511,33.47606170892654
30.0,9.821428571428573,6.0,0.281124455553283,33.43373366659849
30.0,9.821428571428573,7.0,0.28011664502166295,33.40349935064989
30.0,9.821428571428573,8.0,0.2793607871229479,33.380823613688435
30.0,9.821428571428573,9.0,0.2787728976461695,33.36318692938509
30.0,9.821428571428573,10.0,0.27830258606474684,33.3490775819424
30.0,9.821428571428573,11.0,0.27791778567994646,33.33753357039839
30.0,9.821428571428573,12.0,0.27759711869261283,33.327913560778384
30.0,10.857142857142858,1.0,0.31396340031278125,34.41890200938344
30.0,10.857142857142858,2.0,0.2927993791487601,33.783981374462805
30.0,10.857142857142858,3.0,0.2857447054274197,33.57234116282259
30.0,10.857142857142858,4.0,0.2822173685667495,33.46652105700248
30.0,10.857142857142858,5.0,0.28010096645034743,33.403028993510425
30.0,10.857142857142858,6.0,0.2786900317060793,33.36070095118238
30.0,10.857142857142858,7.0,0.2776822211744593,33.330466635233776
30.0,10.857142857142858,8.0,0.2769263632757442,33.30779089827233
30.0,10.857142857142858,9.0,0.27633847379896587,33.290154213968975
30.0,10.857142857142858,10.0,0.2758681622175432,33.27604486652629
30.0,10.857142857142858,11.0,0.2754833618327428,33.26450085498229
30.0,10.857142857142858,12.0,0.2751626948454091,33.25488084536227
30.0,11.892857142857144,1.0,0.31182042762429457,34.35461282872884
30.0,11.892857142857144,2.0,0.2906564064602734,33.7196921938082
30.0,11.892857142857144,3.0,0.283601732738933,33.50805198216799
30.0,11.892857142857144,4.0,0.2800743958782628,33.402231876347884
30.0,11.892857142857144,5.0,0.2779579937618607,33.33873981285582
30.0,11.892857142857144,6.0,0.27654705901759263,33.29641177052778
30.0,11.892857142857144,7.0,0.27553924848597255,33.26617745457918
30.0,11.892857142857144,8.0,0.27478339058725754,33.243501717617725
30.0,11.892857142857144,9.0,0.2741955011104792,33.22586503331438
30.0,11.892857142857144,10.0,0.27372518952905645,33.211755685871694
30.0,11.892857142857144,11.0,0.27334038914425607,33.20021167432768
30.0,11.892857142857144,12.0,0.27301972215692244,33.190591664707675
30.0,12.92857142857143,1.0,0.30991285378426103,34.29738561352783
30.0,12.92857142857143,2.0,0.28874883262023987,33.6624649786072
30.0,12.92857142857143,3.0,0.2816941588988995,33.45082476696699
30.0,12.92857142857143,4.0,0.2781668220382293,33.34500466114688
30.0,12.92857142857143,5.0,0.27605041992182716,33.28151259765482
30.0,12.92857142857143,6.0,0.2746394851775591,33.23918455532677
30.0,12.92857142857143,7.0,0.273631674645939,33.20895023937817
30.0,12.92857142857143,8.0,0.272875816747224,33.18627450241672
30.0,12.92857142857143,9.0,0.2722879272704456,33.16863781811337
30.0,12.92857142857143,10.0,0.2718176156890229,33.154528470670684
30.0,12.92857142857143,11.0,0.27143281530422253,33.14298445912668
30.0,12.92857142857143,12.0,0.2711121483168889,33.133364449506665
30.0,13.964285714285715,1.0,0.3081988584512806,34.245965753538414
30.0,13.964285714285715,2.0,0.2870348372872594,33.61104511861778
30.0,13.964285714285715,3.0,0.27998016356591904,33.39940490697757
30.0,13.964285714285715,4.0,0.27645282670524884,33.293584801157465
30.0,13.964285714285715,5.0,0.2743364245888468,33.2300927376654
30.0,13.964285714285715,6.0,0.27292548984457865,33.18776469533736
30.0,13.964285714285715,7.0,0.2719176793129586,33.15753037938876
30.0,13.964285714285715,8.0,0.2711618214142436,33.13485464242731
30.0,13.964285714285715,9.0,0.2705739319374652,33.11721795812396
30.0,13.964285714285715,10.0,0.2701036203560425,33.103108610681275
30.0,13.964285714285715,11.0,0.26971881997124214,33.091564599137264
30.0,13.964285714285715,12.0,0.26939815298390846,33.08194458951725
30.0,15.0,1.0,0.30664648690802343,34.199394607240706
30.0,15.0,2.0,0.28548246574400227,33.564473972320066
30.0,15.0,3.0,0.2784277920226619,33.35283376067986
30.0,15.0,4.0,0.2749004551619917,33.24701365485975
30.0,15.0,5.0,0.27278405304558956,33.183521591367686
30.0,15.0,6.0,0.2713731183013215,33.14119354903964
30.0,15.0,7.0,0.2703653077697014,33.110959233091044
30.0,15.0,8.0,0.26960944987098634,33.08828349612959
30.0,15.0,9.0,0.269021560394208,33.070646811826236
30.0,15.0,10.0,0.2685512488127853,33.05653746438356
30.0,15.0,11.0,0.2681664484279849,33.04499345283955
30.0,15.0,12.0,0.2678457814406513,33.03537344321954
40.476190476190474,0.5,1.0,0.4421804040593512,42.89777825954516
40.476190476190474,0.5,2.0,0.42101638289533005,42.04113930766812
40.476190476190474,0.5,3.0,0.41396170917398967,41.755592990375774
40.476190476190474,0.5,4.0,0.4104343723133195,41.612819831729595
40.476190476190474,0.5,5.0,0.4083179701969174,41.527155936541895
40.476190476190474,0.5,6.0,0.4069070354526493,41.470046673083424
40.476190476190474,0.5,7.0,0.40589922492102926,41.42925434204166
40.476190476190474,0.5,8.0,0.40514336702231424,41.39866009376034
40.476190476190474,0.5,9.0,0.40455547754553584,41.37486456731931
40.476190476190474,0.5,10.0,0.40408516596411315,41.35582814616649
40.476190476190474,0.5,11.0,0.40370036557931277,41.340252892496
40.476190476190474,0.5,12.0,0.4033796985919791,41.32727351443725
40.476190476190474,1.5357142857142858,1.0,0.37981530906206984,40.37347679536949
40.476190476190474,1.5357142857142858,2.0,0.3586512878980487,39.516837843492446
40.476190476190474,1.5357142857142858,3.0,0.3515966141767083,39.231291526200096
40.476190476190474,1.5357142857142858,4.0,0.3480692773160381,39.088518367553924
40.476190476190474,1.5357142857142858,5.0,0.3459528751996359,39.00285447236622
40.476190476190474,1.5357142857142858,6.0,0.3445419404553679,38.94574520890775
40.476190476190474,1.5357142857142858,7.0,0.3435341299237478,38.90495287786598
40.476190476190474,1.5357142857142858,8.0,0.34277827202503275,38.87435862958466
40.476190476190474,1.5357142857142858,9.0,0.3421903825482544,38.85056310314363
40.476190476190474,1.5357142857142858,10.0,0.3417200709668317,38.83152668199081
40.476190476190474,1.5357142857142858,11.0,0.34133527058203134,38.81595142832032
40.476190476190474,1.5357142857142858,12.0,0.3410146035946977,38.80297205026157
40.476190476190474,2.5714285714285716,1.0,0.35811006473162815,39.49493119151828
40.476190476190474,2.5714285714285716,2.0,0.336946043567607,38.63829223964123
40.476190476190474,2.5714285714285716,3.0,0.3298913698462666,38.35274592234889
40.476190476190474,2.5714285714285716,4.0,0.3263640329855964,38.20997276370271
40.476190476190474,2.5714285714285716,5.0,0.3242476308691943,38.12430886851501
40.476190476190474,2.5714285714285716,6.0,0.3228366961249262,38.06719960505654
40.476190476190474,2.5714285714285716,7.0,0.32182888559330614,38.02640727401477
40.476190476190474,2.5714285714285716,8.0,0.3210730276945911,37.99581302573345
40.476190476190474,2.5714285714285716,9.0,0.32048513821781277,37.97201749929242
40.476190476190474,2.5714285714285716,10.0,0.32001482663639,37.952981078139594
40.476190476190474,2.5714285714285716,11.0,0.31963002625158965,37.9374058244691
40.476190476190474,2.5714285714285716,12.0,0.319309359264256,37.924426446410365
40.476190476190474,3.6071428571428577,1.0,0.34575764082826366,38.99495212876305
40.476190476190474,3.6071428571428577,2.0,0.3245936196642425,38.138313176886
40.476190476190474,3.6071428571428577,3.0,0.3175389459429021,37.85276685959366
40.476190476190474,3.6071428571428577,4.0,0.3140116090822319,37.70999370094748
40.476190476190474,3.6071428571428577,5.0,0.31189520696582984,37.62432980575978
40.476190476190474,3.6071428571428577,6.0,0.3104842722215617,37.56722054230131
40.476190476190474,3.6071428571428577,7.0,0.3094764616899417,37.52642821125954
40.476190476190474,3.6071428571428577,8.0,0.3087206037912266,37.49583396297822
40.476190476190474,3.6071428571428577,9.0,0.3081327143144483,37.47203843653719
40.476190476190474,3.6071428571428577,10.0,0.3076624027330256,37.45300201538437
40.476190476190474,3.6071428571428577,11.0,0.3072776023482252,37.43742676171388
40.476190476190474,3.6071428571428577,12.0,0.3069569353608915,37.424447383655135
40.476190476190474,4.642857142857143,1.0,0.33741132770005566,38.657125168811774
40.476190476190474,4.642857142857143,2.0,0.3162473065360345,37.80048621693473
40.476190476190474,4.642857142857143,3.0,0.3091926328146941,37.51493989964238
40.476190476190474,4.642857142857143,4.0,0.3056652959540239,37.37216674099621
40.476190476190474,4.642857142857143,5.0,0.3035488938376218,37.2865028458085
40.476190476190474,4.642857142857143,6.0,0.3021379590933537,37.22939358235003
40.476190476190474,4.642857142857143,7.0,0.3011301485617337,37.18860125130827
40.476190476190474,4.642857142857143,8.0,0.30037429066301863,37.158007003026945
40.476190476190474,4.642857142857143,9.0,0.2997864011862403,37.13421147658592
40.476190476190474,4.642857142857143,10.0,0.2993160896048176,37.11517505543309
40.476190476190474,4.642857142857143,11.0,0.2989312892200172,37.0995998017626
40.476190476190474,4.642857142857143,12.0,0.29861062223268353,37.086620423703856
40.476190476190474,5.678571428571429,1.0,0.33123851559182194,38.407273250145174
40.476190476190474,5.678571428571429,2.0,0.3100744944278008,37.55063429826812
40.476190476190474,5.678571428571429,3.0,0.3030198207064604,37.26508798097578
40.476190476190474,5.678571428571429,4.0,0.2994924838457902,37.1223148223296
40.476190476190474,5.678571428571429,5.0,0.29737608172938806,37.0366509271419
40.476190476190474,5.678571428571429,6.0,0.29596514698512,36.97954166368343
40.476190476190474,5.678571428571429,7.0,0.2949573364534999,36.93874933264166
40.476190476190474,5.678571428571429,8.0,0.2942014785547849,36.90815508436034
40.476190476190474,5.678571428571429,9.0,0.2936135890780065,36.88435955791931
40.476190476190474,5.678571428571429,10.0,0.2931432774965838,36.865323136766484
40.476190476190474,5.678571428571429,11.0,0.29275847711178343,36.84974788309599
40.476190476190474,5.678571428571429,12.0,0.2924378101244498,36.836768505037256
40.476190476190474,6.714285714285715,1.0,0.32640932861896765,38.211806158386786
40.476190476190474,6.714285714285715,2.0,0.30524530745494644,37.35516720650973
40.476190476190474,6.714285714285715,3.0,0.29819063373360605,37.06962088921739
40.476190476190474,6.714285714285715,4.0,0.29466329687293585,36.92684773057121
40.476190476190474,6.714285714285715,5.0,0.2925468947565337,36.841183835383504
40.476190476190474,6.714285714285715,6.0,0.29113596001226566,36.78407457192504
40.476190476190474,6.714285714285715,7.0,0.29012814948064564,36.743282240883275
40.476190476190474,6.714285714285715,8.0,0.28937229158193056,36.71268799260195
40.476190476190474,6.714285714285715,9.0,0.2887844021051522,36.68889246616092
40.476190476190474,6.714285714285715,10.0,0.2883140905237295,36.6698560450081
40.476190476190474,6.714285714285715,11.0,0.28792929013892915,36.65428079133761
40.476190476190474,6.714285714285715,12.0,0.28760862315159547,36.64130141327887
40.476190476190474,7.750000000000001,1.0,0.3224833069327307,38.05289575680101
40.476190476190474,7.750000000000001,2.0,0.30131928576870953,37.196256804923955
40.476190476190474,7.750000000000001,3.0,0.29426461204736915,36.910710487631604
40.476190476190474,7.750000000000001,4.0,0.29073727518669895,36.76793732898543
40.476190476190474,7.750000000000001,5.0,0.2886208730702968,36.68227343379773
40.476190476190474,7.750000000000001,6.0,0.28720993832602876,36.62516417033926
40.476190476190474,7.750000000000001,7.0,0.2862021277944087,36.58437183929749
40.476190476190474,7.750000000000001,8.0,0.28544626989569366,36.55377759101617
40.476190476190474,7.750000000000001,9.0,0.2848583804189153,36.529982064575144
40.476190476190474,7.750000000000001,10.0,0.28438806883749257,36.51094564342232
40.476190476190474,7.750000000000001,11.0,0.2840032684526922,36.49537038975183
40.476190476190474,7.750000000000001,12.0,0.28368260146535856,36.48239101169308
40.476190476190474,8.785714285714286,1.0,0.3192010006352184,37.920040501901696
40.476190476190474,8.785714285714286,2.0,0.2980369794711972,37.06340155002465
40.476190476190474,8.785714285714286,3.0,0.29098230574985684,36.7778552327323
40.476190476190474,8.785714285714286,4.0,0.28745496888918665,36.63508207408613
40.476190476190474,8.785714285714286,5.0,0.2853385667727845,36.54941817889842
40.476190476190474,8.785714285714286,6.0,0.28392763202851645,36.49230891543995
40.476190476190474,8.785714285714286,7.0,0.28291982149689643,36.45151658439819
40.476190476190474,8.785714285714286,8.0,0.28216396359818136,36.42092233611686
40.476190476190474,8.785714285714286,9.0,0.281576074121403,36.39712680967584
40.476190476190474,8.785714285714286,10.0,0.2811057625399803,36.37809038852301
40.476190476190474,8.785714285714286,11.0,0.28072096215517994,36.36251513485252
40.476190476190474,8.785714285714286,12.0,0.28040029516784626,36.34953575679378
40.476190476190474,9.821428571428573,1.0,0.31639782415998496,37.80657859695177
40.476190476190474,9.821428571428573,2.0,0.2952338029959638,36.94993964507472
40.476190476190474,9.821428571428573,3.0,0.2881791292746234,36.66439332778238
40.476190476190474,9.821428571428573,4.0,0.2846517924139532,36.5216201691362
40.476190476190474,9.821428571428573,5.0,0.2825353902975511,36.4359562739485
40.476190476190474,9.821428571428573,6.0,0.281124455553283,36.37884701049003
40.476190476190474,9.821428571428573,7.0,0.28011664502166295,36.33805467944826
40.476190476190474,9.821428571428573,8.0,0.2793607871229479,36.30746043116694
40.476190476190474,9.821428571428573,9.0,0.2787728976461695,36.28366490472591
40.476190476190474,9.821428571428573,10.0,0.27830258606474684,36.264628483573084
40.476190476190474,9.821428571428573,11.0,0.27791778567994646,36.24905322990259
40.476190476190474,9.821428571428573,12.0,0.27759711869261283,36.236073851843855
40.476190476190474,10.857142857142858,1.0,0.31396340031278125,37.70804239361257
40.476190476190474,10.857142857142858,2.0,0.2927993791487601,36.85140344173553
40.476190476190474,10.857142857142858,3.0,0.2857447054274197,36.56585712444318
40.476190476190474,10.857142857142858,4.0,0.2822173685667495,36.423083965797005
40.476190476190474,10.857142857142858,5.0,0.28010096645034743,36.3374200706093
40.476190476190474,10.857142857142858,6.0,0.2786900317060793,36.280310807150826
40.476190476190474,10.857142857142858,7.0,0.2776822211744593,36.23951847610907
40.476190476190474,10.857142857142858,8.0,0.2769263632757442,36.208924227827744
40.476190476190474,10.857142857142858,9.0,0.27633847379896587,36.185128701386716
40.476190476190474,10.857142857142858,10.0,0.2758681622175432,36.16609228023389
40.476190476190474,10.857142857142858,11.0,0.2754833618327428,36.1505170265634
40.476190476190474,10.857142857142858,12.0,0.2751626948454091,36.137537648504654
40.476190476190474,11.892857142857144,1.0,0.31182042762429457,37.621303022888114
40.476190476190474,11.892857142857144,2.0,0.2906564064602734,36.76466407101107
40.476190476190474,11.892857142857144,3.0,0.283601732738933,36.47911775371872
40.476190476190474,11.892857142857144,4.0,0.2800743958782628,36.336344595072546
40.476190476190474,11.892857142857144,5.0,0.2779579937618607,36.25068069988484
40.476190476190474,11.892857142857144,6.0,0.27654705901759263,36.19357143642637
40.476190476190474,11.892857142857144,7.0,0.27553924848597255,36.1527791053846
40.476190476190474,11.892857142857144,8.0,0.27478339058725754,36.12218485710328
40.476190476190474,11.892857142857144,9.0,0.2741955011104792,36.09838933066225
40.476190476190474,11.892857142857144,10.0,0.27372518952905645,36.079352909509424
40.476190476190474,11.892857142857144,11.0,0.27334038914425607,36.06377765583893
40.476190476190474,11.892857142857144,12.0,0.27301972215692244,36.050798277780196
40.476190476190474,12.92857142857143,1.0,0.30991285378426103,37.54409170079152
40.476190476190474,12.92857142857143,2.0,0.28874883262023987,36.68745274891447
40.476190476190474,12.92857142857143,3.0,0.2816941588988995,36.40190643162212
40.476190476190474,12.92857142857143,4.0,0.2781668220382293,36.259133272975944
40.476190476190474,12.92857142857143,5.0,0.27605041992182716,36.173469377788244
40.476190476190474,12.92857142857143,6.0,0.2746394851775591,36.11636011432977
40.476190476190474,12.92857142857143,7.0,0.273631674645939,36.07556778328801
40.476190476190474,12.92857142857143,8.0,0.272875816747224,36.04497353500668
40.476190476190474,12.92857142857143,9.0,0.2722879272704456,36.021178008565656
40.476190476190474,12.92857142857143,10.0,0.2718176156890229,36.00214158741283
40.476190476190474,12.92857142857143,11.0,0.27143281530422253,35.98656633374234
40.476190476190474,12.92857142857143,12.0,0.2711121483168889,35.9735869556836
40.476190476190474,13.964285714285715,1.0,0.3081988584512806,37.4747156992185
40.476190476190474,13.964285714285715,2.0,0.2870348372872594,36.618076747341455
40.476190476190474,13.964285714285715,3.0,0.27998016356591904,36.332530430049104
40.476190476190474,13.964285714285715,4.0,0.27645282670524884,36.189757271402925
40.476190476190474,13.964285714285715,5.0,0.2743364245888468,36.104093376215225
40.476190476190474,13.964285714285715,6.0,0.27292548984457865,36.04698411275675
40.476190476190474,13.964285714285715,7.0,0.2719176793129586,36.00619178171499
40.476190476190474,13.964285714285715,8.0,0.2711618214142436,35.97559753343367
40.476190476190474,13.964285714285715,9.0,0.2705739319374652,35.95180200699264
40.476190476190474,13.964285714285715,10.0,0.2701036203560425,35.93276558583982
40.476190476190474,13.964285714285715,11.0,0.26971881997124214,35.917190332169326
40.476190476190474,13.964285714285715,12.0,0.26939815298390846,35.90421095411058
40.476190476190474,15.0,1.0,0.30664648690802343,37.4118816129438
40.476190476190474,15.0,2.0,0.28548246574400227,36.55524266106676
40.476190476190474,15.0,3.0,0.2784277920226619,36.26969634377441
40.476190476190474,15.0,4.0,0.2749004551619917,36.126923185128234
40.476190476190474,15.0,5.0,0.27278405304558956,36.04125928994053
40.476190476190474,15.0,6.0,0.2713731183013215,35.98415002648206
40.476190476190474,15.0,7.0,0.2703653077697014,35.9433576954403
40.476190476190474,15.0,8.0,0.26960944987098634,35.91276344715897
40.476190476190474,15.0,9.0,0.269021560394208,35.888967920717946
40.476190476190474,15.0,10.0,0.2685512488127853,35.86993149956512
40.476190476190474,15.0,11.0,0.2681664484279849,35.85435624589463
40.476190476190474,15.0,12.0,0.2678457814406513,35.84137686783588
50.95238095238095,0.5,1.0,0.4421804040593512,47.5301443973098
50.95238095238095,0.5,2.0,0.42101638289533005,46.45178712847634
50.95238095238095,0.5,3.0,0.41396170917398967,46.092334705531854
50.95238095238095,0.5,4.0,0.4104343723133195,45.91260849405961
50.95238095238095,0.5,5.0,0.4083179701969174,45.80477276717627
50.95238095238095,0.5,6.0,0.4069070354526493,45.73288228258737
50.95238095238095,0.5,7.0,0.40589922492102926,45.681531936452444
50.95238095238095,0.5,8.0,0.40514336702231424,45.64301917685125
50.95238095238095,0.5,9.0,0.40455547754553584,45.61306480827254
50.95238095238095,0.5,10.0,0.40408516596411315,45.58910131340957
50.95238095238095,0.5,11.0,0.40370036557931277,45.5694948176126
50.95238095238095,0.5,12.0,0.4033796985919791,45.553156071115126
50.95238095238095,1.5357142857142858,1.0,0.37981530906206984,44.35249431887689
50.95238095238095,1.5357142857142858,2.0,0.3586512878980487,43.274137050043436
50.95238095238095,1.5357142857142858,3.0,0.3515966141767083,42.91468462709895
50.95238095238095,1.5357142857142858,4.0,0.3480692773160381,42.73495841562671
50.95238095238095,1.5357142857142858,5.0,0.3459528751996359,42.627122688743356
50.95238095238095,1.5357142857142858,6.0,0.3445419404553679,42.55523220415446
50.95238095238095,1.5357142857142858,7.0,0.3435341299237478,42.503881858019525
50.95238095238095,1.5357142857142858,8.0,0.34277827202503275,42.465369098418336
50.95238095238095,1.5357142857142858,9.0,0.3421903825482544,42.43541472983963
50.95238095238095,1.5357142857142858,10.0,0.3417200709668317,42.41145123497667
50.95238095238095,1.5357142857142858,11.0,0.34133527058203134,42.39184473917969
50.95238095238095,1.5357142857142858,12.0,0.3410146035946977,42.375505992682214
50.95238095238095,2.5714285714285716,1.0,0.35811006473162815,43.24656044108772
50.95238095238095,2.5714285714285716,2.0,0.336946043567607,42.16820317225426
50.95238095238095,2.5714285714285716,3.0,0.3298913698462666,41.80875074930977
50.95238095238095,2.5714285714285716,4.0,0.3263640329855964,41.62902453783753
50.95238095238095,2.5714285714285716,5.0,0.3242476308691943,41.521188810954186
50.95238095238095,2.5714285714285716,6.0,0.3228366961249262,41.44929832636529
50.95238095238095,2.5714285714285716,7.0,0.32182888559330614,41.397947980230356
50.95238095238095,2.5714285714285716,8.0,0.3210730276945911,41.359435220629166
50.95238095238095,2.5714285714285716,9.0,0.32048513821781277,41.32948085205046
50.95238095238095,2.5714285714285716,10.0,0.32001482663639,41.30551735718749
50.95238095238095,2.5714285714285716,11.0,0.31963002625158965,41.28591086139052
50.95238095238095,2.5714285714285716,12.0,0.319309359264256,41.269572114893045
50.95238095238095,3.6071428571428577,1.0,0.34575764082826366,42.61717503267819
50.95238095238095,3.6071428571428577,2.0,0.3245936196642425,41.53881776384473
50.95238095238095,3.6071428571428577,3.0,0.3175389459429021,41.17936534090025
50.95238095238095,3.6071428571428577,4.0,0.3140116090822319,40.999639129428004
